BusinessEntityID,QuotaDate,SalesQuota,rowguid,ModifiedDate
274,May 31 2011 12:00AM,28000.00,99109BBF-8693-4587-BC23-6036EC89E1BE,Apr 16 2011 12:00AM
274,Aug 31 2011 12:00AM,7000.00,DFD01444-8900-461C-8D6F-04598DAE01D4,Jul 17 2011 12:00AM
274,Dec  1 2011 12:00AM,91000.00,0A69F453-9689-4CCF-A08C-C644670F5668,Oct 17 2011 12:00AM
274,Feb 29 2012 12:00AM,140000.00,DA8D1458-5FB9-4C3E-9EAD-8F5CE1393047,Jan 15 2012 12:00AM
274,May 30 2012 12:00AM,70000.00,760CEF84-B980-417B-A667-7358C38857F0,Apr 15 2012 12:00AM
274,Aug 30 2012 12:00AM,154000.00,FB29E024-F26A-49AA-A7CC-C99AE7BA4853,Jul 16 2012 12:00AM
274,Nov 30 2012 12:00AM,107000.00,13947D2C-A254-47C9-8817-CBD186FFA526,Oct 16 2012 12:00AM
274,Feb 28 2013 12:00AM,58000.00,BC1A222F-47A0-48D1-9C56-AC873269DC98,Jan 14 2013 12:00AM
274,May 30 2013 12:00AM,263000.00,8B4E3CBF-F0EF-49C5-9A8C-87679055057E,Apr 15 2013 12:00AM
274,Aug 30 2013 12:00AM,116000.00,E9DE95E3-B119-4441-BD1D-B27FC4516022,Jul 16 2013 12:00AM
274,Nov 30 2013 12:00AM,84000.00,7CEA47B5-8391-4414-A866-FF6EC6628CD3,Oct 16 2013 12:00AM
274,Mar  1 2014 12:00AM,187000.00,0CFB6474-20AA-46D3-A5C0-29DBA2EDA025,Jan 15 2014 12:00AM
275,May 31 2011 12:00AM,367000.00,5F7E9647-3F08-49B0-A4A4-90257FC78197,Apr 16 2011 12:00AM
275,Aug 31 2011 12:00AM,556000.00,87AC1FB7-A3C5-43A6-90AA-2D09AE00148A,Jul 17 2011 12:00AM
275,Dec  1 2011 12:00AM,502000.00,52849F15-2FC4-4154-894D-1E3D3DAEA181,Oct 17 2011 12:00AM
275,Feb 29 2012 12:00AM,550000.00,C69B67DB-F35F-4DAD-A8A8-C4D074AD17DB,Jan 15 2012 12:00AM
275,May 30 2012 12:00AM,1429000.00,ACE52EBF-5328-4B20-951F-F7323F0D3A56,Apr 15 2012 12:00AM
275,Aug 30 2012 12:00AM,1324000.00,59FD606C-22FF-4F43-951B-74FCA7758EDE,Jul 16 2012 12:00AM
275,Nov 30 2012 12:00AM,729000.00,A2907D41-6271-43D5-8439-DFFEB6B963FA,Oct 16 2012 12:00AM
275,Feb 28 2013 12:00AM,1194000.00,08270720-0537-4F0E-BA15-375EC0660F31,Jan 14 2013 12:00AM
275,May 30 2013 12:00AM,1575000.00,AA3C8A00-6590-497E-80F6-075BB947E025,Apr 15 2013 12:00AM
275,Aug 30 2013 12:00AM,1218000.00,12AAC834-AB2F-4E84-B85D-08839670C198,Jul 16 2013 12:00AM
275,Nov 30 2013 12:00AM,849000.00,118F1FC6-7B7E-4588-90B0-F08BA349DBE7,Oct 16 2013 12:00AM
275,Mar  1 2014 12:00AM,869000.00,1290B655-35F4-4447-A4C5-1385F62FEF4D,Jan 15 2014 12:00AM
276,May 31 2011 12:00AM,637000.00,2DF41DD8-182E-4C57-AE81-718F714CB4FF,Apr 16 2011 12:00AM
276,Aug 31 2011 12:00AM,781000.00,CB65848E-16D8-42FD-A9F3-8A8CAE4CEB9C,Jul 17 2011 12:00AM
276,Dec  1 2011 12:00AM,665000.00,E35D6A3A-8303-47DD-B0E6-FD7D40A396B2,Oct 17 2011 12:00AM
276,Feb 29 2012 12:00AM,639000.00,F8443072-C5B3-4F3F-8E20-5F53C90B0414,Jan 15 2012 12:00AM
276,May 30 2012 12:00AM,1355000.00,1B62E37F-2045-404A-B3F0-4E7B65C8D979,Apr 15 2012 12:00AM
276,Aug 30 2012 12:00AM,1009000.00,68082AFC-9A96-4EDE-8B8E-64C4E9F8DDD4,Jul 16 2012 12:00AM
276,Nov 30 2012 12:00AM,860000.00,A6FCE001-AF4B-45FA-998C-F69E097D650E,Oct 16 2012 12:00AM
276,Feb 28 2013 12:00AM,1021000.00,AEDA3A74-5E52-4FDC-AE81-E236B4D14F5F,Jan 14 2013 12:00AM
276,May 30 2013 12:00AM,1525000.00,C81757CA-DA32-4618-8429-395F96283A6D,Apr 15 2013 12:00AM
276,Aug 30 2013 12:00AM,1276000.00,C5A85488-C1DC-4F85-9B24-ADDF853793F8,Jul 16 2013 12:00AM
276,Nov 30 2013 12:00AM,894000.00,9D246AF6-85FE-4A25-A266-70A11895D013,Oct 16 2013 12:00AM
276,Mar  1 2014 12:00AM,1124000.00,633A5552-F996-475F-BD93-BB6F343F65D8,Jan 15 2014 12:00AM
277,May 31 2011 12:00AM,565000.00,D1F92EC2-0C55-47D4-BE71-54B37223D19F,Apr 16 2011 12:00AM
277,Aug 31 2011 12:00AM,872000.00,F9823592-5888-487D-9B86-79074A27A96F,Jul 17 2011 12:00AM
277,Dec  1 2011 12:00AM,846000.00,472859C3-39A7-4504-A0CD-760CBEAC95F8,Oct 17 2011 12:00AM
277,Feb 29 2012 12:00AM,952000.00,ECA1E739-05F5-4584-9118-927634284E93,Jan 15 2012 12:00AM
277,May 30 2012 12:00AM,1600000.00,D368DC2C-F142-48F6-A787-91D818C04534,Apr 15 2012 12:00AM
277,Aug 30 2012 12:00AM,1352000.00,64C8E4F4-F979-4816-A2EE-B044AD74224D,Jul 16 2012 12:00AM
277,Nov 30 2012 12:00AM,839000.00,0569DF99-DEAB-46CE-8818-8EEE2DD47BF1,Oct 16 2012 12:00AM
277,Feb 28 2013 12:00AM,1369000.00,0323D0BC-C5CC-4D67-8935-DD05074FBA43,Jan 14 2013 12:00AM
277,May 30 2013 12:00AM,1171000.00,FCA465DE-87F6-4F95-B80F-103726CE823B,Apr 15 2013 12:00AM
277,Aug 30 2013 12:00AM,971000.00,D1CF9BFC-0E82-4B0A-BECC-DA6246767A74,Jul 16 2013 12:00AM
277,Nov 30 2013 12:00AM,714000.00,980224A6-3397-4AF9-9B7B-883C80122A6A,Oct 16 2013 12:00AM
277,Mar  1 2014 12:00AM,947000.00,440AA05D-4BC7-4093-8C4E-54F7F8C74BB9,Jan 15 2014 12:00AM
278,May 31 2011 12:00AM,244000.00,16962D2D-F610-4150-9C05-0BE2E0FFE207,Apr 16 2011 12:00AM
278,Aug 31 2011 12:00AM,356000.00,5690E967-970D-41F6-9864-C64BD61A896D,Jul 17 2011 12:00AM
278,Dec  1 2011 12:00AM,266000.00,9AEDA6BA-4476-4F8E-821B-26B52596718F,Oct 17 2011 12:00AM
278,Feb 29 2012 12:00AM,341000.00,EE81E30A-0878-4FDD-B626-C44AD7B7DF61,Jan 15 2012 12:00AM
278,May 30 2012 12:00AM,542000.00,AB87AE3A-A0DB-4073-B348-02851BE80D64,Apr 15 2012 12:00AM
278,Aug 30 2012 12:00AM,329000.00,B06507B8-6A96-4819-AC31-A77411C9B777,Jul 16 2012 12:00AM
278,Nov 30 2012 12:00AM,239000.00,4580482F-A91E-4482-A95D-FC7BCE1A2E01,Oct 16 2012 12:00AM
278,Feb 28 2013 12:00AM,418000.00,C7A90E1B-3B08-4B58-84F7-8F70C9092D86,Jan 14 2013 12:00AM
278,May 30 2013 12:00AM,507000.00,0E252D7F-F0A3-493A-93FF-1ACA0FBFE0AD,Apr 15 2013 12:00AM
278,Aug 30 2013 12:00AM,453000.00,F22DFA8F-2D6D-4CA1-9ABF-48D8B2B4F705,Jul 16 2013 12:00AM
278,Nov 30 2013 12:00AM,280000.00,F30D6135-6631-406A-A396-BE71E1BD87CF,Oct 16 2013 12:00AM
278,Mar  1 2014 12:00AM,390000.00,0696B200-1180-4150-9BDF-0EC0A83C78BF,Jan 15 2014 12:00AM
279,May 31 2011 12:00AM,669000.00,C40AC76F-5027-4417-9B60-CB1210AC079A,Apr 16 2011 12:00AM
279,Aug 31 2011 12:00AM,917000.00,982237B6-4533-4DCB-907A-9E15D45AFA59,Jul 17 2011 12:00AM
279,Dec  1 2011 12:00AM,780000.00,20819180-2DE9-41FE-9EFB-6513453D69A0,Oct 17 2011 12:00AM
279,Feb 29 2012 12:00AM,802000.00,B762B64B-0E51-41C9-889F-1535BF553BED,Jan 15 2012 12:00AM
279,May 30 2012 12:00AM,734000.00,480C5A5B-E2AC-4C72-930B-B80E770FB14B,Apr 15 2012 12:00AM
279,Aug 30 2012 12:00AM,647000.00,660A70A8-CE25-4CEC-8866-FB50C5377BEC,Jul 16 2012 12:00AM
279,Nov 30 2012 12:00AM,571000.00,E7F639AC-53C3-4B66-8ECD-5F71E7CACB99,Oct 16 2012 12:00AM
279,Feb 28 2013 12:00AM,572000.00,173AD1F3-C953-4182-8168-97190CA5F929,Jan 14 2013 12:00AM
279,May 30 2013 12:00AM,950000.00,399FAA31-8935-4E8A-8AE6-9B3DEB5BF5E0,Apr 15 2013 12:00AM
279,Aug 30 2013 12:00AM,675000.00,3BD5FB9E-0D3C-41B5-A619-CB98D6E5B7FE,Jul 16 2013 12:00AM
279,Nov 30 2013 12:00AM,538000.00,95B4B50B-08E7-4B71-A68C-B55F9400395B,Oct 16 2013 12:00AM
279,Mar  1 2014 12:00AM,686000.00,BB8C5BB9-475D-438B-A611-17A20F4A6B91,Jan 15 2014 12:00AM
280,May 31 2011 12:00AM,165000.00,4F97C4D6-9C4C-4915-9CA4-EAB679D373F6,Apr 16 2011 12:00AM
280,Aug 31 2011 12:00AM,469000.00,BA494EA7-5CED-4044-995C-39A69DD68B34,Jul 17 2011 12:00AM
280,Dec  1 2011 12:00AM,264000.00,D2FE8C53-8307-4C36-9571-F5648DA24CA2,Oct 17 2011 12:00AM
280,Feb 29 2012 12:00AM,301000.00,B9C12814-44B8-47CE-8DB8-45A7C91E360B,Jan 15 2012 12:00AM
280,May 30 2012 12:00AM,210000.00,1EA57383-0BE7-46E8-BFB9-21034FABE6CC,Apr 15 2012 12:00AM
280,Aug 30 2012 12:00AM,226000.00,876E5DD7-DE44-4497-BB38-08B1D56A9F5D,Jul 16 2012 12:00AM
280,Nov 30 2012 12:00AM,190000.00,3E7198AA-2BF8-4050-9050-091D14F61FF1,Oct 16 2012 12:00AM
280,Feb 28 2013 12:00AM,224000.00,ADC65C86-AFEE-4A07-80D9-F23039954C4A,Jan 14 2013 12:00AM
280,May 30 2013 12:00AM,319000.00,58E9567D-5174-4A27-A95A-11DA6E6DC585,Apr 15 2013 12:00AM
280,Aug 30 2013 12:00AM,450000.00,FCEB753B-9A73-445A-937F-BA7EC99385B4,Jul 16 2013 12:00AM
280,Nov 30 2013 12:00AM,343000.00,A5CCD7A0-F696-489E-8D9B-73904D898DC6,Oct 16 2013 12:00AM
280,Mar  1 2014 12:00AM,390000.00,BFF32188-2095-43B6-88FF-4CDCDD7C2F4C,Jan 15 2014 12:00AM
281,May 31 2011 12:00AM,460000.00,FCEF2AF1-6183-41B3-A04F-2EAD88389267,Apr 16 2011 12:00AM
281,Aug 31 2011 12:00AM,549000.00,AD3E7040-3F1F-485E-A716-F7D18CE09E76,Jul 17 2011 12:00AM
281,Dec  1 2011 12:00AM,473000.00,90489216-EA7E-43B0-BE90-17F2ED47F2E2,Oct 17 2011 12:00AM
281,Feb 29 2012 12:00AM,493000.00,23DCFB7A-4B3F-4302-B88A-989B28C9C32A,Jan 15 2012 12:00AM
281,May 30 2012 12:00AM,1034000.00,61407C3A-731D-4269-9894-BFA0F447FE79,Apr 15 2012 12:00AM
281,Aug 30 2012 12:00AM,813000.00,BFB04C57-F0F4-4422-AA9B-D2A74E67A3A8,Jul 16 2012 12:00AM
281,Nov 30 2012 12:00AM,470000.00,49C77875-1C39-4253-8505-BD7FE53A0AE2,Oct 16 2012 12:00AM
281,Feb 28 2013 12:00AM,555000.00,F6C65525-B30A-42B5-BE6C-EA63B6BEF320,Jan 14 2013 12:00AM
281,May 30 2013 12:00AM,935000.00,CB4DE112-C5FA-4B67-8EEB-9F09569C249C,Apr 15 2013 12:00AM
281,Aug 30 2013 12:00AM,684000.00,CFA3347D-BBF9-4F9B-8339-6FC0FD0079F4,Jul 16 2013 12:00AM
281,Nov 30 2013 12:00AM,614000.00,070F2190-C4FB-4261-98EF-C6B5CA745DE8,Oct 16 2013 12:00AM
281,Mar  1 2014 12:00AM,724000.00,634A330E-8683-42D4-824F-39B3F9076270,Jan 15 2014 12:00AM
282,May 31 2011 12:00AM,525000.00,BDE90D55-C92E-4B0D-8E0C-72FD0EECE610,Apr 16 2011 12:00AM
282,Aug 31 2011 12:00AM,767000.00,10C5E693-5182-4951-9F36-0BAE17B3878C,Jul 17 2011 12:00AM
282,Dec  1 2011 12:00AM,583000.00,D3AFA546-5A53-47CA-B2AC-49A54D68C090,Oct 17 2011 12:00AM
282,Feb 29 2012 12:00AM,583000.00,85CD56A2-F1A1-4E1D-9AB6-F415D811F3C1,Jan 15 2012 12:00AM
282,May 30 2012 12:00AM,496000.00,1F07008F-826F-4C83-A3F6-B72EA3A406AF,Apr 15 2012 12:00AM
282,Aug 30 2012 12:00AM,452000.00,0F4F65CA-3A56-46F0-B5F0-9D86DB593CA3,Jul 16 2012 12:00AM
282,Nov 30 2012 12:00AM,288000.00,292D397C-B094-44BD-8374-CFF90CF4B10A,Oct 16 2012 12:00AM
282,Feb 28 2013 12:00AM,247000.00,122081EA-60AF-45E8-B732-7E614EDF8460,Jan 14 2013 12:00AM
282,May 30 2013 12:00AM,1051000.00,8253C051-2DD1-47B8-8E54-CB52882FDC01,Apr 15 2013 12:00AM
282,Aug 30 2013 12:00AM,707000.00,40ADE5DE-6CAE-40C2-8D7F-594045A6A40E,Jul 16 2013 12:00AM
282,Nov 30 2013 12:00AM,569000.00,62DD856A-7B26-4952-861D-5C8B85A2E859,Oct 16 2013 12:00AM
282,Mar  1 2014 12:00AM,830000.00,F020801A-4E65-42E3-83E5-CB92FDE0BEEE,Jan 15 2014 12:00AM
283,May 31 2011 12:00AM,226000.00,610F84C0-206D-487F-988E-C804ABFC11A5,Apr 16 2011 12:00AM
283,Aug 31 2011 12:00AM,353000.00,62CE3158-2B10-483F-BEB3-5E4D60966183,Jul 17 2011 12:00AM
283,Dec  1 2011 12:00AM,280000.00,7A09CD71-EED6-485B-8AF4-800C82AEC15A,Oct 17 2011 12:00AM
283,Feb 29 2012 12:00AM,267000.00,D44E0E60-C00C-413B-B288-1B69553120BC,Jan 15 2012 12:00AM
283,May 30 2012 12:00AM,483000.00,5E45EB9D-6592-444C-BB43-8B260AFABD7D,Apr 15 2012 12:00AM
283,Aug 30 2012 12:00AM,341000.00,A3974EB0-509F-432A-8046-8E14BB175A91,Jul 16 2012 12:00AM
283,Nov 30 2012 12:00AM,151000.00,A0018050-D5A1-46B9-88A0-37EA2034585A,Oct 16 2012 12:00AM
283,Feb 28 2013 12:00AM,284000.00,8DE8217F-553D-4614-B0E0-B0BDB32E7AEC,Jan 14 2013 12:00AM
283,May 30 2013 12:00AM,631000.00,9B6E418D-0842-4FE3-B86A-9ECA7CCE4367,Apr 15 2013 12:00AM
283,Aug 30 2013 12:00AM,372000.00,C97C50F2-2DBE-465D-8780-FE201F0CFD25,Jul 16 2013 12:00AM
283,Nov 30 2013 12:00AM,234000.00,816A0650-905E-4079-8F89-2E1A698A1E10,Oct 16 2013 12:00AM
283,Mar  1 2014 12:00AM,403000.00,99552F0A-6A94-4A5B-AFE9-A18973958B9E,Jan 15 2014 12:00AM
284,Aug 30 2012 12:00AM,321000.00,375ED681-8543-49E2-BB95-FA56545568E8,Jul 16 2012 12:00AM
284,Nov 30 2012 12:00AM,281000.00,62E27478-25EA-4F94-AF10-757C85F5CACE,Oct 16 2012 12:00AM
284,Feb 28 2013 12:00AM,304000.00,169659D9-A26F-4EA3-9F49-B0857C24CB4C,Jan 14 2013 12:00AM
284,May 30 2013 12:00AM,516000.00,5671EC9E-4FA4-4232-907F-5CB981445E52,Apr 15 2013 12:00AM
284,Aug 30 2013 12:00AM,380000.00,4B6EBE93-65ED-474B-9210-3115F0979546,Jul 16 2013 12:00AM
284,Nov 30 2013 12:00AM,454000.00,70785E05-776D-4479-B6B5-83D9B1C9D7DD,Oct 16 2013 12:00AM
284,Mar  1 2014 12:00AM,497000.00,D566E989-D212-4B08-BB20-BE7967ECEFAF,Jan 15 2014 12:00AM
285,May 30 2013 12:00AM,132000.00,A6B9418A-D891-469E-A2C2-5D3E8E7251FD,Apr 15 2013 12:00AM
285,Aug 30 2013 12:00AM,40000.00,EB5D735C-8BBD-4B6C-A7EB-A006335A5D2E,Jul 16 2013 12:00AM
285,Nov 30 2013 12:00AM,7000.00,F9488F84-7DFE-4073-8DE4-BA2BA1F3A00F,Oct 16 2013 12:00AM
285,Mar  1 2014 12:00AM,26000.00,2C00A4FC-8F81-4B01-8E12-5171E008803B,Jan 15 2014 12:00AM
286,May 30 2013 12:00AM,478000.00,03A84ECC-E299-4B61-A634-892399E0A0EC,Apr 15 2013 12:00AM
286,Aug 30 2013 12:00AM,389000.00,34B585BA-DD7E-41E6-AF29-A4AC61EAE320,Jul 16 2013 12:00AM
286,Nov 30 2013 12:00AM,399000.00,5AF006C1-AA62-4303-875F-F248B448297C,Oct 16 2013 12:00AM
286,Mar  1 2014 12:00AM,421000.00,53A0DF58-8B98-4371-97A5-14C1442A3582,Jan 15 2014 12:00AM
287,May 30 2012 12:00AM,93000.00,0103899F-618C-4478-90BB-815B20856F35,Apr 15 2012 12:00AM
287,Aug 30 2012 12:00AM,15000.00,F72567DA-8A78-43C7-9ADB-30B1503E6F56,Jul 16 2012 12:00AM
287,Nov 30 2012 12:00AM,33000.00,87A51A0F-3D6D-42D0-98A7-4AD934977417,Oct 16 2012 12:00AM
287,Feb 28 2013 12:00AM,110000.00,6206C73D-958D-44CA-B1C1-5E0C34A3C156,Jan 14 2013 12:00AM
287,May 30 2013 12:00AM,184000.00,5FBE0FBE-45FF-42AD-9E04-46D6C5DD24A9,Apr 15 2013 12:00AM
287,Aug 30 2013 12:00AM,324000.00,27DED788-F295-472A-8151-5254A86103E0,Jul 16 2013 12:00AM
287,Nov 30 2013 12:00AM,116000.00,B1382489-B7EF-465F-BC96-06FD27E8F320,Oct 16 2013 12:00AM
287,Mar  1 2014 12:00AM,1000.00,5DB4299A-1AD9-49C6-B024-528C771CAE3F,Jan 15 2014 12:00AM
288,May 30 2013 12:00AM,728000.00,0A25496D-5797-44F6-9331-A71D06B0FD63,Apr 15 2013 12:00AM
288,Aug 30 2013 12:00AM,566000.00,C88DAFC0-A293-4A00-98C2-1A530288A113,Jul 16 2013 12:00AM
288,Nov 30 2013 12:00AM,366000.00,A2B99573-AF8A-461A-B554-F489DE2FA266,Oct 16 2013 12:00AM
288,Mar  1 2014 12:00AM,627000.00,15E5EAE2-BD36-4798-A066-BC7594E2930B,Jan 15 2014 12:00AM
289,May 30 2012 12:00AM,1898000.00,76D1ED81-97A0-466E-8778-51B19E6B21FA,Apr 15 2012 12:00AM
289,Aug 30 2012 12:00AM,1262000.00,738AC57F-D7A4-42F6-BB6C-0447D877AA13,Jul 16 2012 12:00AM
289,Nov 30 2012 12:00AM,938000.00,9058A255-7745-494B-9A4B-6CEA2D0A3BA7,Oct 16 2012 12:00AM
289,Feb 28 2013 12:00AM,1279000.00,F436E58A-B6E5-4945-BEE1-C80602B7B7A8,Jan 14 2013 12:00AM
289,May 30 2013 12:00AM,1506000.00,81EF8BC1-EFF8-4CFF-ADC3-3B76104D9B5F,Apr 15 2013 12:00AM
289,Aug 30 2013 12:00AM,1419000.00,496E25D7-21A1-4185-9FBC-2DB261C8DE25,Jul 16 2013 12:00AM
289,Nov 30 2013 12:00AM,883000.00,CE0B49C6-CED2-46B2-83C4-28F72D04CE5C,Oct 16 2013 12:00AM
289,Mar  1 2014 12:00AM,1329000.00,15BE4C16-782C-40FD-861F-DD85CDEBCA83,Jan 15 2014 12:00AM
290,May 30 2012 12:00AM,593000.00,6A02AB77-5938-4EF9-AC8F-F150C4D18853,Apr 15 2012 12:00AM
290,Aug 30 2012 12:00AM,409000.00,3D041BA7-323F-48D5-9E7E-2B65B6AFD846,Jul 16 2012 12:00AM
290,Nov 30 2012 12:00AM,217000.00,AA12DE6F-C835-4876-9AFB-7AE5501DB57E,Oct 16 2012 12:00AM
290,Feb 28 2013 12:00AM,404000.00,C35FB2F4-1E84-4B8F-AF6B-186315CCAC08,Jan 14 2013 12:00AM
290,May 30 2013 12:00AM,1262000.00,C637E5F0-1E12-41F6-932E-53714B6961A8,Apr 15 2013 12:00AM
290,Aug 30 2013 12:00AM,1057000.00,59E16B51-71F7-48E4-8A80-359103FE685A,Jul 16 2013 12:00AM
290,Nov 30 2013 12:00AM,707000.00,A6CF1E2A-DA84-407A-9BEC-4AD473708C0B,Oct 16 2013 12:00AM
290,Mar  1 2014 12:00AM,908000.00,00F2F9F8-5158-4436-B134-7E0C462289E5,Jan 15 2014 12:00AM
